Heart_Rate,SpO2,Stress_Level,Sleep_Hours,Steps,Anomaly
66,97,10,6.075669919220561,5368,1
63,100,8,5.571390895224187,9096,0
77,96,5,6.452731513365466,5272,0
60,96,3,6.912112854119518,4767,0
81,96,2,8.103439302912706,12070,0
49,96,3,6.636782410765673,9834,0
90,98,2,5.657080628457348,6994,0
82,93,1,8.021968079659118,8216,0
78,94,4,5.273426786404804,13854,0
89,94,1,4.051095881469015,9857,0
99,98,5,8.308934026856813,4426,0
90,100,2,8.212779867216458,4783,0
47,96,5,5.311552411693841,6427,0
55,96,10,5.901351719268612,8011,1
65,97,9,5.124608682005106,9052,1
75,99,8,6.989936326347701,4701,0
82,95,0,9.098073937052122,10261,0
64,97,5,7.554322697892683,3349,0
77,98,8,8.05358696387455,8011,0
63,98,10,7.729592497536517,8055,1
65,97,3,6.4998212771613595,13695,0
53,99,10,8.125010656866973,2212,1
61,91,1,7.617545844369199,7965,1
54,98,3,8.659168572729705,10344,0
60,95,0,5.810676588257365,7704,0
90,93,2,3.89283254068192,8433,0
60,98,9,8.067876522309616,14429,1
114,99,8,7.024654280909087,3511,0
82,96,9,6.055930849518146,1143,1
77,98,4,6.139770781538763,11681,0
62,100,10,10.332029488853173,8367,1
85,99,5,5.536708021198593,4228,0
66,100,2,5.2200450397605005,5582,0
76,98,4,6.627926350240028,14147,0
113,97,10,8.270736316959441,12397,1
73,93,7,9.917602979793841,7031,0
92,96,5,7.486047445084356,5243,0
64,95,3,4.594386884030855,14647,0
74,101,1,9.4562964060767,12334,0
101,96,8,6.470796951384354,12496,0
65,97,0,5.243435852157546,10549,0
102,98,0,4.8809113143509695,3713,0
85,97,3,7.7544930790031845,5185,0
66,100,6,6.858244079279621,10549,0
84,95,0,7.017613065418776,13486,0
89,97,8,8.429754678607896,8328,0
84,95,3,5.296768112735534,5633,0
51,94,2,8.549231942410472,4192,0
64,95,0,5.7212640158094645,1300,0
71,96,9,9.746011060868534,1723,1
73,96,3,7.39810852398971,6694,0
84,95,8,5.119642205335435,4010,0
77,94,9,3.4618728750192806,6555,1
54,96,5,7.713387083418517,1067,0
80,93,5,5.938729586014724,13028,0
84,98,0,6.266651458217247,13185,0
83,97,9,7.6492940137611605,3506,1
91,94,1,8.015620739375983,2537,0
87,96,10,8.335565511003937,1397,1
81,95,5,4.737738037425595,13907,0
73,97,1,8.638842124436884,12549,0
50,99,2,5.631431995747776,6680,0
81,93,3,3.11562509787766,10355,0
78,97,10,4.732339479709932,5825,1
79,96,4,6.827037638198847,9747,0
55,98,8,5.031778630878291,7048,0
58,97,3,6.367933296235934,4661,0
90,95,10,7.007378731293768,10943,1
74,96,8,6.227921895336071,3941,0
85,95,10,5.758468493214925,11849,1
75,99,9,4.6239559055176604,11987,1
75,97,2,6.532915712322998,11521,0
89,100,7,3.4025639186228975,8067,0
67,96,0,5.471002937420868,6091,0
76,95,10,5.108323836408859,11151,1
68,93,8,6.1409347227366275,2601,0
68,93,8,6.180005301036096,11985,0
70,93,9,7.939935011650618,2480,1
78,97,1,8.8752159158744,7230,0
67,98,3,4.823331739644544,10294,0
93,93,7,9.489248937905044,4276,0
61,98,6,5.331056600717853,7447,0
72,96,0,6.758790174384635,6499,0
68,97,4,7.2662944837224765,7273,0
96,100,6,10.16687412887376,2299,0
77,98,3,5.686576493356004,6818,0
90,96,0,3.8048929805329204,7701,0
52,95,8,8.735569205289472,5994,0
79,92,4,5.249939661806848,14494,0
88,95,10,5.957617129136611,13071,1
76,96,1,4.823375519110737,8489,0
90,95,7,5.961944340426622,10727,0
67,96,10,5.239412695691838,9269,1
96,97,1,7.514662724742157,3831,0
109,96,2,6.621187444582969,12602,0
69,95,9,5.478417259077982,3721,1
68,97,0,7.993807964988392,12819,0
96,97,10,6.882495126011898,2532,1
98,94,1,3.730927624333917,9429,0
67,99,6,7.879554971126453,6253,0
68,96,9,6.777301825778952,2996,1
70,97,1,8.586098731387313,6311,0
54,98,5,6.685876139513967,12619,0
61,97,2,5.312435974148608,1277,0
59,98,3,6.193557000047244,4089,0
63,97,10,7.705878996321081,1523,1
74,95,7,5.343894410448707,5275,0
78,97,2,5.839554819338662,13410,0
98,94,9,6.167467130001399,6365,1
60,97,5,4.775942584676191,4122,0
89,96,0,5.365514863057138,9167,0
71,96,6,6.758825287706285,6190,0
74,96,7,8.303716621479513,5575,0
85,93,10,6.975720477065713,8727,1
58,95,7,6.431208110946468,2797,0
80,97,2,5.253093839071534,3131,0
77,97,9,8.142740617580348,8322,1
82,94,0,7.150258249920264,7500,0
79,99,8,5.439905354721141,1815,0
111,95,5,7.847972688027351,11886,0
65,98,10,7.3393655922657,9634,1
67,97,8,5.279704475950647,12332,0
65,95,6,6.3479326156037,7666,0
66,100,0,5.760840907635595,1142,0
65,94,0,10.450306910047408,13479,0
92,98,5,7.297617324688488,2410,0
96,99,4,6.78014308227236,13665,0
66,95,8,7.20899458411507,1534,0
62,99,1,8.568743882296246,10908,0
82,96,7,6.374929783342302,4364,0
66,97,10,5.615136053201366,2032,1
84,97,4,7.766424842146127,4342,0
78,96,1,6.237583150998032,10602,0
52,98,9,4.895157006379245,7085,1
98,98,10,4.6029703523659125,14465,1
101,93,10,8.793944826259299,5500,1
65,99,5,6.697466850378927,2172,0
69,93,9,5.615648924011398,10080,1
79,99,7,6.148497633436905,12530,0
80,99,3,7.711167077012528,5517,0
84,94,1,6.059891726236932,9007,0
105,96,10,4.325870406233872,2641,1
72,94,4,6.988761278221887,1471,0
63,96,1,8.312521726360345,3940,0
54,96,1,8.212196476958376,9738,0
64,98,5,5.661005092794133,5726,0
74,99,10,8.403758984687569,12789,1
101,99,9,6.819424960507434,8670,1
67,95,8,8.361721015818091,14325,0
78,96,3,7.36053054500383,12017,0
74,93,5,4.217604736050996,4723,0
92,95,6,9.12010840626252,1363,0
112,98,10,6.57767577679843,11358,1
67,100,5,7.365190735870725,4309,0
67,94,7,4.483933057292234,1545,0
90,95,3,7.257989750117098,4240,0
85,96,0,8.154391599113989,7665,0
102,97,6,9.402980504897606,13921,0
83,95,2,8.600599692192924,2936,0
69,97,5,7.331337055919059,14968,0
83,96,1,4.18343396997742,10154,0
91,96,8,6.698409185746132,12197,0
87,98,0,5.611235652180604,12998,0
82,97,5,6.85246681222437,1882,0
91,96,5,4.675511250807352,4840,0
92,96,4,6.184749638312148,7923,0
95,96,4,5.7242253742908975,10062,0
84,96,0,5.67775046604613,5611,0
72,96,9,5.692645721013268,12177,1
77,100,4,6.296217925417634,14708,0
93,98,1,6.929292138572033,10057,0
62,96,6,2.7522596181928236,6204,0
80,98,2,2.935350715493205,13501,0
69,96,3,5.991962990117187,8288,0
75,99,2,6.203346432941578,4203,0
94,97,2,6.783666824905911,12089,0
77,96,3,5.408491467715663,3244,0
75,97,4,6.5141977910340225,1018,0
54,93,0,6.689784807527083,1641,0
86,94,3,5.398162854701793,4083,0
84,94,10,8.02018373261165,6200,1
107,97,7,6.765479467182591,9521,0
70,100,9,7.320441643194935,1865,1
78,101,6,6.603268596925779,1773,0
78,98,8,9.655509654592581,13679,0
98,98,4,7.39459560367648,5732,0
73,93,9,5.768010025689162,11546,1
79,95,3,7.731450326552601,12530,0
84,95,7,4.043592623814993,4518,0
77,95,8,6.679400394000656,12134,0
68,96,6,6.978740435137985,7795,0
77,96,6,6.696531143118047,7984,0
91,93,4,5.999331693741669,14313,0
59,98,3,4.981589964744478,3567,0
76,94,9,5.315979481923556,2674,1
64,97,0,6.653112374371076,11875,0
92,101,9,4.829721151358012,12572,1
52,95,9,9.15525142347091,1739,1
66,91,6,2.5386534809844408,2545,1
80,96,0,6.014843198683094,13756,0
98,99,0,6.665584458661545,11451,0
74,100,4,7.261131391749933,10327,0
66,94,8,5.126112909106359,6127,0
103,97,5,8.201442190832319,7947,0
53,96,2,4.409253434280616,7620,0
42,96,2,5.6508071170886485,10065,0
81,102,6,7.431121332919136,5555,0
67,93,5,8.060282847189129,11492,0
59,97,8,4.393998055428353,6645,0
85,97,5,10.467555185622738,9943,0
78,99,4,5.153762655249185,14749,0
66,97,9,4.531726283708326,8124,1
55,97,6,7.254072337659886,10045,0
88,96,0,5.977559819627814,4732,0
84,97,6,5.755921531190383,3283,0
73,96,2,7.39346608635458,10521,0
102,98,8,4.209056464358286,9669,0
58,96,5,3.9467984000379466,11918,0
52,97,8,5.603864952285158,12283,0
64,96,4,8.116852609179988,7998,0
74,99,6,5.668917059880824,13422,0
78,96,3,8.898735026792922,14440,0
71,93,6,8.301522141757836,13697,0
80,99,0,6.924419276761228,14733,0
56,95,6,7.009585789062135,6413,0
96,95,7,6.923003937525284,2269,0
73,95,4,6.73957659302315,8868,0
91,99,1,5.950637453782731,14867,0
80,92,4,6.124718250189256,13373,0
81,103,5,4.895059765111127,3603,0
83,99,1,3.18493581606473,6961,0
81,97,5,8.156105913923074,10661,0
84,96,5,6.735887655177947,9569,0
94,97,0,6.509317033432679,8557,0
77,98,0,7.0976736842868196,2680,0
85,98,10,5.257403817809527,14362,1
73,98,9,4.998406679923351,9433,1
96,97,2,6.074472959482771,10111,0
64,96,9,8.552147722645719,6682,1
102,96,9,4.746888457260311,9084,1
74,96,2,2.559401964787751,6367,0
53,99,3,5.717898362271871,1069,0
76,98,1,8.214049874352774,4924,0
64,91,8,3.9011839634684695,7200,1
87,98,9,4.729574594265692,14693,1
65,97,10,6.895320110867253,11278,1
68,96,6,10.354860553213001,3007,0
46,96,6,4.462682497210706,9992,0
68,99,5,4.4045988627980615,14329,0
38,98,2,7.008047553258778,9119,0
51,95,5,8.307011659990557,3779,0
86,97,7,5.563851931511435,5920,0
86,95,7,4.067908765816746,1755,0
81,94,10,7.1506238313295185,7495,1
60,95,8,7.422262095954459,11187,0
74,98,0,9.167982689807372,6935,0
74,98,0,7.485420668486418,10513,0
57,98,2,7.742099114558569,3330,0
97,98,2,6.106782284198141,6705,0
88,98,9,10.162256513254203,9301,1
71,95,7,5.902786984117295,2016,0
75,97,9,5.582116817882345,8347,1
78,98,0,9.21427237777791,13057,0
44,98,1,4.288644081656885,9216,0
71,99,1,3.7288874232081275,5938,0
64,98,2,6.679335386897727,3838,0
59,97,5,6.497395215086457,1737,0
70,99,0,6.158168027674007,7200,0
101,96,1,7.990894635682478,9371,0
84,95,0,5.137690726567144,1231,0
66,96,4,6.596250688437011,2917,0
83,95,6,5.959841071042719,9534,0
